City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
856,Agarakadzor,AM,80.53,clear sky,39.7341,45.3527,Hotel Arpa
857,Balkhash,KZ,75.81,clear sky,46.844,74.9804,Family
861,Andros Town,BS,83.17,clear sky,24.7,-77.7667,Hanks place
874,Mizdah,LY,76.41,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
881,Mawlaik,MM,84.92,broken clouds,23.6333,94.4167,AKZ Guest House
887,Ojinaga,MX,87.42,clear sky,29.5667,-104.4167,Suites Las Palmas
889,Tatawin,TN,78.85,clear sky,32.9297,10.4518,Sangho Privilege Tataouine
890,Atasu,KZ,76.55,scattered clouds,48.6814,71.6433,Dostyk
892,Hays,US,80.67,scattered clouds,30.0502,-98.0336,Sinya on Lone Man Creek
893,Nantucket,US,79.0,broken clouds,41.2835,-70.0995,Jared Coffin House
894,Monrovia,LR,75.11,overcast clouds,6.3005,-10.7969,Sunset Inn
900,Cozumel,MX,80.26,overcast clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
901,Rajauri,IN,83.32,scattered clouds,33.3833,74.3,Hotel Ashoka
909,Tra Vinh,VN,78.03,moderate rain,9.9347,106.3453,Hồng Ân
911,Vung Tau,VN,82.24,overcast clouds,10.346,107.0843,Seaside Resort
916,Mangrol,IN,84.63,broken clouds,21.1167,70.1167,Hotel The Royal Honours
918,Levelland,US,82.96,few clouds,33.5873,-102.378,"Holiday Inn Express & Suites Levelland, an IHG Hotel"
920,Mamallapuram,IN,89.65,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
924,Bonthe,SL,75.74,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
925,Rockland,US,82.63,scattered clouds,41.1668,-74.0496,National Camp Association
930,Tricase,IT,79.32,clear sky,39.9304,18.3553,Hotel Adriatico
935,Gorno-Altaysk,RU,76.23,clear sky,51.9561,85.955,"Otel' "" Ryzhiy Pos"""
936,Isla Mujeres,MX,82.17,overcast clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
938,Bobon,PH,75.96,overcast clouds,12.5246,124.5636,PATILAN RESIDENCE
939,Krasnoarmeysk,RU,78.73,scattered clouds,51.0239,45.6969,"Hotel ""Your home-Balzer"""
940,Karratha,AU,78.08,clear sky,-20.7377,116.8463,ibis Styles Karratha
943,Weligama,LK,82.27,overcast clouds,5.9667,80.4167,Weligama Bay Resort
945,Ewa Beach,US,80.55,overcast clouds,21.3156,-158.0072,Base Lodging
947,Zhangye,CN,88.63,broken clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
948,Jalu,LY,81.39,clear sky,29.0331,21.5482,صاحبة الفخامة
953,Lake Saint Louis,US,82.96,clear sky,38.7976,-90.7857,Regency Plaza Hotel
957,Quetta,PK,85.23,clear sky,30.199,67.0097,Hotel Deluxe
958,Gubkin,RU,76.77,clear sky,51.2817,37.5458,Ruda Hotel
959,Shubarkuduk,KZ,83.1,clear sky,49.1447,56.4872,Sirius
960,Wewak,PG,84.0,broken clouds,-3.5534,143.6268,In Wewak Boutique Hotel
961,Palu,ID,80.82,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
967,Nouakchott,MR,80.53,broken clouds,18.0858,-15.9785,HOTEL IMAN
969,Boyolangu,ID,80.13,broken clouds,-8.1181,111.8935,Yos ega cv
979,Vila Do Maio,CV,79.59,light rain,15.1333,-23.2167,Hotel Marilu
982,Urumqi,CN,86.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
983,Upata,VE,75.2,clear sky,8.0086,-62.3989,Posada Villa Nela
984,Mlonggo,ID,86.43,scattered clouds,-6.5333,110.7,Asia Metal Art
986,Yatou,CN,85.95,overcast clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
989,Baoqing,CN,76.86,moderate rain,46.3317,132.2111,Baoqing Hotel
990,Pyapon,MM,78.44,light rain,16.2833,95.6833,Aung Naing Thu Motel
992,Umm Lajj,SA,89.49,broken clouds,25.0213,37.2685,Moon light Furnished Units
993,Independence,US,86.79,clear sky,39.0911,-94.4155,Higher Ground Hotel
994,Kieta,PG,83.14,light rain,-6.2167,155.6333,Uruna Bay Retreat
997,Gunjur,GM,78.87,scattered clouds,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
1000,Shache,CN,82.49,broken clouds,38.4167,77.2406,Delong Hotel
1001,Dhandhuka,IN,89.08,overcast clouds,22.3667,71.9833,Amin Auto
1002,Chake Chake,TZ,77.88,few clouds,-5.2459,39.7666,Hotel Archipelago
1003,Oshkosh,US,75.27,mist,44.0247,-88.5426,Best Western Premier Waterfront Hotel & Convention Center
1004,Shimoda,JP,86.11,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
1006,Sibolga,ID,85.71,scattered clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
1009,Dandong,CN,75.99,overcast clouds,40.1292,124.3947,Yiranju Farmstay
1010,Larap,PH,77.02,overcast clouds,14.299,122.6504,Montemayor Cove
1012,Dakoro,NE,80.42,broken clouds,14.5106,6.765,Shagon mai liverpool
1015,Buala,SB,84.36,light rain,-8.145,159.5921,Maringe Lagoon Lodge
1020,Cockburn Town,TC,81.88,few clouds,21.4612,-71.1419,Osprey Beach Hotel
1021,Bahia Honda,CU,77.2,overcast clouds,22.9036,-83.1592,Casa Gualberto - Deysi
1026,Khaniotis,GR,81.88,scattered clouds,39.9991,23.58,Haris Hotel
1031,Ayagoz,KZ,77.54,overcast clouds,47.9714,80.4392,Gostinitsa Nur
1032,Popondetta,PG,86.5,few clouds,-8.7537,148.2534,Timos Transit House
1038,Kailua,US,80.58,broken clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
1042,Aqtobe,KZ,82.49,clear sky,50.2797,57.2072,"Gostinitsa ""Ilek"" G. Aktobe"
1043,Rosolini,IT,75.85,clear sky,36.8242,14.9478,B&B Home Sweet Home Rosolini
1045,Artesia,US,84.07,clear sky,33.8658,-118.0831,Sheraton Cerritos Hotel
1046,Frontignan,FR,75.34,clear sky,43.4485,3.754,Vila
1050,Yarmouth,US,79.0,scattered clouds,41.7057,-70.2286,Blue Rock Resort
1051,Camocim,BR,75.27,clear sky,-2.9022,-40.8411,Ilha Praia Hotel
1054,Sarangani,PH,80.94,overcast clouds,5.4033,125.4636,JVL Inn and Cafeteria
1056,Baglung,NP,83.32,moderate rain,28.2719,83.5898,Hotel Peace Palace
1057,Loa Janan,ID,81.9,overcast clouds,-0.583,117.095,Kost bu jono
1058,Tenkasi,IN,82.0,overcast clouds,8.956,77.3058,SHREE SUITES
1059,Salekhard,RU,78.46,broken clouds,66.53,66.6019,Hotel 89
1060,Anamur,TR,84.25,clear sky,36.0751,32.8369,Luna Piena Beach Hotel
1062,Novyy Rogachik,RU,83.3,few clouds,48.6768,44.0608,V Gostyakh u Baby Poli
1065,Spasskoye,RU,82.02,moderate rain,44.6108,132.7969,Garmonist
1068,Santa Rosa,PH,89.58,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
1069,Klyuchi,RU,80.58,clear sky,52.2667,79.1667,Vesolaya Mayovka
1073,Mirandola,IT,75.63,broken clouds,44.8868,11.0662,Alla Scaletta
1075,Brokopondo,SR,75.74,scattered clouds,4.75,-55.1667,Matu Island
1078,Altamont,US,75.04,clear sky,42.2068,-121.7372,Microtel Inn & Suites by Wyndham Klamath Falls
1079,Marsh Harbour,BS,83.03,clear sky,26.5412,-77.0636,Abaco Beach Resort
1081,Kizner,RU,79.5,few clouds,56.2749,51.508,Gostinitsa Intera
1087,Taylorville,US,80.78,clear sky,39.5489,-89.2945,Economy Inn
1099,Acarau,BR,75.63,clear sky,-2.8856,-40.12,castelo pizzaria
1102,Caraballeda,VE,77.07,broken clouds,10.6112,-66.8522,Ole Caribe
1111,Hurghada,EG,88.0,broken clouds,27.2574,33.8129,Sea Star Beau Rivage Hotel
1112,Kochki,RU,78.64,scattered clouds,54.3358,80.4806,Гостиница «Малина»
